0001,12.05.2026,17,32,35,40,47,17
0002,08.05.2026,37,47,49,51,58,16
0003,05.05.2026,12,22,50,51,55,10
0004,01.05.2026,16,21,27,41,61,24
0005,28.04.2026,14,36,41,47,66,15
0006,24.04.2026,07,16,32,35,40,12
0007,21.04.2026,01,36,43,56,58,07
0008,17.04.2026,38,43,44,49,62,08
0009,14.04.2026,17,21,24,57,69,12
0010,10.04.2026,03,18,36,42,49,06
